,0
draft,1
drag,3
dragged,0
dragging,0
dragon,1
dragonball,1
dragonballz,2
dragons,1
dragqueen,2
drain,0
drainage,0
drake,3
drama,1
dramatic,0
drank,2
draper,1
drapery,1
drastic,0
drastically,0
draw,2
drawback,0
drawer,1
drawing,10
drawings,3
drawn,0
draws,0
dreaded,0
dreadful,0
dreadlocks,0
dream,13
dreamcatcher,1
dreamed,0
dreamer,1
dreamers,0
dreamin,1
dreaming,3
dreams,6
dreamscape,0
dreamt,1
dreamy,0
dregs,0
dresden,2
dress,7
dressed,6
dresses,1
dressing,2
drew,0
drews,0
dried,0
dries,0
drill,1
drilled,0
drilling,0
drills,1
drink,26
drinkable,0
drinker,1
drinkin,1
drinking,23
drinks,10
drip,8
dripping,0
drive,25
driven,0
driver,1
drivers,8
drives,2
driveway,4
driving,2
drizzle,0
drizzly,0
drk,0
drone,3
drones,1
drool,0
drop,12
droplets,0
dropped,7
dropping,10
drops,2
drove,2
droves,1
drown,2
drowning,0
drug,3
drugs,3
druid,1
drum,1
drumline,0
drummer,1
drummers,0
drumming,0
drums,0
drunk,2
dry,6
dryer,1
ds,3
dt,0
du,3
dual,1
dubai,28
dubbed,0
dublin,5
dubs,0
ducati,2
duck,1
ducked,1
ducking,0
ducklings,0
ducks,3
ducktales,1
duddy,0
dude,5
duder,2
dudes,1
dudettes,1
dudley,1
due,121
duet,2
duff,0
dufferin,2
dug,0
duh,1
duisburg,0
duke,0
duked,1
dukes,1
dull,0
dullness,1
duluth,2
dumb,0
dumbass,1
dumbbells,1
dumber,1
dumbfounded,1
dummies,1
dump,1
dumped,0
dumping,1
dumplings,0
dumps,1
dun,1
dune,0
dunes,1
dung,1
dungarees,0
dungeon,1
dunk,1
dunkin,1
dunlap,0
dunno,2
duo,0
duos,0
dupont,0
dur,0
durable,0
duran,0
durante,1
duration,1
durban,2
durga,1
durham,4
duritz,0
durring,0
dusk,0
dust,3
dusted,3
duster,1
dutch,3
duties,2
dutifully,0
duty,7
duval,1
duvet,1
dvd,0
dw,0
dwarfs,3
dwell,1
dweller,0
dwellers,0
dwelling,0
dwight,1
dx,0
dy,2
dye,0
dying,7
dynamic,0
dynamics,1
dynamite,0
dysfunction,0
dysfunctional,2
dystopia,0
dystopian,0
e,28
ea,0
eachother,0
eager,0
eagle,1
eagles,1
ealing,0
eamonn,0
ear,2
earlier,7
earn,2
earned,2
earnestly,1
earning,0
earnings,0
earrings,0
ears,2
earth,36
earthlings,1
earthquake,5
ease,1
easel,1
easier,3
easiest,1
easily,0
easing,1
east,28
eastbourne,0
easter,43
eastern,7
eastertime,1
easton,1
eastside,0
eastwood,0
easy,19
eat,26
eaten,1
eater,0
eatery,0
eating,10
eats,3
eavesdropper,1
eb,0
ebay,0
eberts,0
ebola,4
ebony,0
ec,2
echo,0
eclectic,0
eclipse,0
eco,1
ecology,0
economic,6
economical,0
economically,0
economics,0
economies,0
economist,0
economists,1
economy,5
ecuador,0
ed,3
eddie,1
eddy,1
ede,1
eden,1
edge,3
edges,2
edging,0
edibles,0
edie,0
edinburgh,4
edit,3
edited,3
editing,2
edition,11
editor,0
editorial,0
edits,0
edmond,0
edmonton,2
edmunds,0
edna,0
edo,5
edt,3
educate,1
educated,0
educates,0
educating,0
education,4
educational,2
educative,2
educator,0
educators,0
edvard,1
edward,0
edwards,1
edwin,0
ee,1
een,1
eerie,1
eerily,1
ef,1
eff,1
effect,2
effected,0
effecting,0
effective,14
effectively,2
effects,6
efficacy,0
efficiency,1
efficient,3
effin,0
effort,9
effortless,0
effortlessly,0
efforts,9
efx,0
egg,5
eggs,6
ego,2
egomaniac,1
egos,1
egypt,1
egyptian,0
egyptology,0
eh,0
ehh,1
ehn,3
ei,1
eifel,1
eiffel,0
eight,1
eighty,2
ein,0
einstein,2
eire,1
ek,0
eke,1
ekg,1
eklavya,3
eko,0
ekta,0
el,8
elaborate,2
elan,0
elastic,1
elbow,0
elbows,1
elder,0
elderly,4
eleanor,0
elec,0
elected,0
election,1
elections,3
elective,1
electric,2
electrical,1
electrician,2
electricity,0
electrifying,0
electro,1
electrocuted,0
electrolytes,0
electronic,0
electronica,0
electronics,0
elegance,0
elegant,0
element,0
elemental,2
elementary,0
elements,0
elephant,1
elevate,2
elevated,1
elevation,1
elevator,0
eleven,4
eleventh,0
elf,0
eli,0
elia,0
eliane,0
eligible,3
elijah,0
eliminate,3
eliminated,0
eliminating,0
elimination,1
elisa,0
elisabeth,1
elise,0
elite,1
elites,0
elixir,5
eliza,0
elizabeth,3
elk,0
elke,2
elkins,1
ella,0
ellen,1
ellie,1
elliott,1
ellis,2
elm,1
elopement,0
els,1
elsa,1
else,24
elsewhere,0
elsie,0
elton,1
elucidate,1
email,12
emails,1
emanated,1
emasculated,1
embankment,0
embarcadero,0
embarrass,1
embassy,0
embezzled,0
embodies,0
embodying,0
embrace,1
embracing,1
emcee,0
emerald,0
emerge,3
emerged,1
emergencies,2
emergency,26
emergent,0
emerges,0
emerging,1
emil,0
emilio,1
emily,0
eminem,2
eminent,0
emir,1
emirate,2
emissions,0
emma,1
emmanuel,1
emo,2
emory,0
emotion,0
emotional,3
emotionally,5
emotions,6
empathy,0
emphasis,1
empire,2
employed,1
employee,2
employees,6
employer,2
employers,1
employment,2
empower,0
empowering,0
empowerment,0
empress,3
emptiness,0
empty,256
ems,0
emt,1
en,23
enables,0
enabling,1
enacted,0
enchanting,0
encino,0
enclosure,0
encore,0
encounter,2
encountered,0
encounters,1
encourage,1
encouraged,0
encouragement,0
encouraging,0
end,42
endanger,0
endangering,0
endeavor,0
endeavors,0
endeavour,1
ended,4
endgame,0
ending,2
endless,1
endorse,0
endorsed,1
endorsement,0
endorses,1
ends,9
endurance,2
endure,1
enemies,1
enemy,2
energetic,0
energies,2
energized,0
energy,5
enfield,2
enforce,3
enforced,0
enforcement,2
enforcers,0
enforcing,0
engage,0
engaged,1
engagement,0
engagements,0
engaging,0
engel,1
engine,0
engineer,0
engineered,2
engineering,2
engineers,0
england,10
engraved,1
engraving,0
engrossed,0
engulfed,0
enhance,1
enhanced,0
enhancement,0
enhancing,0
enjoy,25
enjoyable,0
enjoyed,4
enjoying,17
enjoyment,3
enjoys,0
enlarges,0
enlighten,1
enlightened,1
enlightening,0
enlightment,0
enormous,0
enquires,0
enquiries,0
enriched,0
enroll,3
enroute,0
ensure,10
ensuring,4
entebbe,1
enter,5
entered,2
entering,2
enterprise,1
enterprises,1
enters,1
entertaiment,0
entertain,1
entertained,3
entertainer,0
entertainers,0
entertaining,5
entertainment,12
enthusiasm,0
enthusiastic,0
enticing,1
entire,12
entirely,2
entitled,0
entrenched,0
entrepreneur,2
entrepreneurs,5
entries,0
entry,5
enveloped,0
envelopes,1
environ,0
environment,4
environmental,1
environmentally,0
environments,0
envogue,0
envoy,2
envy,0
enzo,2
eon,0
ep,1
epa,8
epic,2
epicenter,3
epicentre,1
epidemic,24
epidemics,1
epidemiologist,1
epidemy,1
epilepsy,0
episode,22
episodes,0
eps,0
equal,1
equality,0
equalizer,0
equally,0
equip,0
equipment,5
equipped,1
equipping,0
equity,1
equivalent,0
era,14
eradicate,0
eradicated,0
erase,2
eric,1
erica,0
ericka,0
erie,0
erik,0
erika,0
erin,0
erman,0
erna,0
ernie,1
ernst,0
eroding,0
erosion,0
erotic,1
erotica,0
err,0
errand,0
errands,1
error,1
es,7
escalate,1
escalating,1
escalator,2
escapades,1
escape,6
escaped,1
escapee,1
escaping,1
escondido,0
escort,1
escorted,0
escorting,0
ese,0
esha,0
esoteric,0
esp,0
especiallly,0
especially,14
espn,3
espresso,6
essay,1
essen,2
essential,32
essentially,0
essentials,5
essex,10
est,1
establish,0
established,1
establishments,1
estate,16
estates,4
esteemed,0
ester,0
esther,0
esthetics,0
estimated,0
estimates,1
et,4
etc,10
etching,1
etchings,1
eternal,1
eternally,0
eternity,0
ethanol,0
ether,0
ethical,1
ethiopia,3
ethiopian,1
ethnic,0
ethnicity,0
ethyl,0
etv,0
eu,5
eugene,1
eugenics,1
eun,0
eurasia,1
eurasian,0
eureka,1
europe,7
european,2
ev,0
eva,0
evacuation,1
evaluate,0
evaluation,0
evan,1
evans,1
eve,0
evening,13
evenings,1
evenly,0
event,12
eventful,0
eventhough,0
events,13
eventually,0
everest,0
everett,0
evergreen,0
everlasting,0
everyday,11
everyman,0
everytime,0
everywhere,9
everywoman,0
evicted,1
eviction,1
evictions,1
evidence,1
evil,6
evolution,0
evolutionary,0
evolve,0
evolving,0
ew,2
ewa,4
ewe,0
ewwwwww,0
ex,0
exact,0
exactly,7
exacts,0
exam,1
examination,1
examine,1
examined,0
example,2
examples,0
exams,1
excalibur,1
excavating,0
excavation,0
exceed,0
excellent,3
exception,1
exceptional,1
exceptionally,0
exceptions,2
excercise,5
excerpt,1
excess,1
excessive,0
exchange,4
excited,12
excitement,1
exciting,2
excluded,0
excluding,1
exclusion,1
exclusive,1
exclusively,1
exclusives,0
excrete,0
excuse,2
excuses,3
exec,0
executive,7
executives,0
exemption,0
exemptions,1
exercise,29
exercises,4
exercising,0
exeter,3
exhale,1
exhaust,1
exhausted,0
exhaustion,0
exhausts,0
exhibition,4
exhibitions,0
exile,1
exist,0
existant,0
existed,1
existence,0
existing,1
exists,0
exit,1
exodus,1
exotic,5
expand,1
expanding,0
expands,0
expanses,2
expat,0
expect,3
expectation,2
expectations,0
expected,3
expecting,2
expects,0
expedite,0
expeditions,0
expense,0
expenses,1
expensive,0
experience,12
experienced,1
experiences,5
experiencing,0
experiment,0
experimental,2
experimented,0
experimenting,1
experiments,1
expert,5
expertise,0
experts,9
expire,0
expired,0
explain,3
explained,1
explaining,0
explains,1
explanation,3
exploded,0
explodes,0
exploit,0
exploiting,0
exploration,1
explorations,0
explore,24
explorer,1
explorers,1
exploring,3
expo,2
exponential,2
exponentially,0
export,2
exporting,0
exports,0
expose,1
exposed,3
exposes,0
exposing,1
exposure,1
express,5
expressed,1
expression,1
expressive,0
exquisite,1
extend,2
extended,4
extending,0
extension,5
extensions,1
extent,1
exterior,1
extinction,0
extra,21
extraction,0
extraordinary,2
extras,0
extreme,1
extremely,4
extremes,0
extrovert,0
extroverts,0
ey,1
eye,5
eyeballs,0
eyebrow,0
eyebrows,2
eyed,1
eyelash,0
eyelashes,0
eyelids,1
eyes,11
eyeshadow,0
eyewitness,1
ezekiel,0
f,46
fa,3
faaar,0
fab,1
faber,1
fabian,1
fable,0
fabric,4
fabricated,0
fabrication,1
fabrics,1
fabulous,3
face,270
facebook,68
faced,4
facemasks,7
faces,7
facial,2
facilitated,1
facilitator,0
facilities,4
facility,1
facing,4
fact,8
factor,1
factories,0
factors,0
factory,3
facts,8
faculty,0
fad,0
fade,0
faded,1
fades,1
fading,0
fail,3
failed,1
fails,0
failure,2
failures,0
fair,5
fairfax,2
fairly,0
fairview,0
fairy,0
faith,14
faithful,0
faithfull,1
faithfully,1
faithless,0
fake,9
falafel,0
falcon,0
falcons,0
falk,0
fall,9
fallen,1
falling,0
fallon,0
fallout,2
falls,5
false,20
fam,8
fame,0
famiglia,0
familia,3
familiar,2
families,23
family,96
famines,0
famous,2
fan,7
fancy,1
fanged,1
fangs,1
fannie,1
fans,5
fanta,1
fantasizing,0
fantastic,2
fantastique,0
fantasy,2
faq,0
farah,1
fare,1
fared,1
fargo,1
farhan,0
faris,0
farm,2
farmer,0
farmers,2
farming,2
farms,9
farnham,1
faro,0
fart,0
farther,0
farwell,1
fascinated,0
fascinating,0
fashion,23
fashionable,0
fashionista,1
fashions,3
fast,7
fasted,1
faster,2
fastest,1
fastforward,0
fat,6
fatal,0
fatalities,3
fate,2
fated,1
father,11
fatherhood,0
fathers,0
fathom,1
fatima,0
fatter,0
fatty,0
fatwa,0
faucet,0
fault,1
faulty,1
faux,1
fav,0
fave,3
favela,1
favelas,1
faves,0
favor,0
favorite,24
favorites,2
favourable,1
favourite,10
favs,0
fay,0
faze,0
fc,0
fda,1
fdny,2
fdr,0
fe,0
fear,39
feared,0
fearing,0
fearless,0
fears,1
feasible,1
feast,0
feat,2
feathers,0
feature,1
featured,8
features,6
featuring,4
feb,1
february,2
feces,1
fed,3
federal,10
federation,0
fedex,3
fee,3
feed,13
feedback,0
feeder,3
feeding,1
feel,35
feelgood,0
feelin,0
feeling,20
feelings,2
feels,20
fees,3
feet,9
feign,2
fein,0
feline,0
feliz,0
fell,1
fella,0
fellas,0
felling,0
fellow,6
fellowship,1
felony,1
felt,8
female,2
females,0
femi,1
feminism,1
feminist,1
femme,0
fence,0
fences,0
fencing,2
fender,0
feral,0
fermented,1
ferocious,0
ferrari,1
ferry,1
fest,2
festa,0
festering,1
festival,9
festivals,0
festive,0
festivities,1
fetched,0
fete,1
fetish,1
fetty,0
fever,10
fevered,1
fewer,1
ff,1
fff,1
ffs,1
fg,1
fi,10
fia,1
fiber,0
fiberglass,1
fibers,0
fiction,2
fictional,1
fiddler,0
field,8
fields,2
fiend,1
fiending,1
fierce,1
fiery,0
fiesta,2
fifa,0
fifi,0
fifteen,0
fifth,1
fifty,0
fight,113
fightclub,1
fighter,1
fighters,2
fightin,3
fighting,59
fights,5
figure,6
figured,2
figures,5
figuring,1
fiji,6
fijian,1
fil,1
file,0
filed,0
files,1
filing,0
filipino,0
filipinos,3
fill,3
filled,14
fillet,1
filling,2
fillmore,1
film,12
filmed,3
filming,2
filmmaker,1
filmmakers,0
filmmaking,2
films,2
filter,5
filtered,1
filters,1
filth,1
fin,1
final,6
finale,0
finalize,0
finalizing,0
finally,28
finals,0
finance,1
finances,3
financial,5
financially,1
finchley,0
find,48
finder,2
finding,11
findings,1
finds,5
fine,12
fined,2
fines,1
finest,2
finger,3
fingerpainting,1
fingers,0
fingertips,0
finish,14
finished,15
finisher,0
finishing,2
finland,0
finn,0
finnish,0
fique,0
fir,1
fire,14
firearms,0
fireball,0
fired,1
firefighter,0
firefighters,1
firefighting,1
firehouse,1
fireman,1
firemen,0
firenze,1
fires,1
fireside,0
fireworks,0
firm,3
firms,0
firstly,0
firsts,0
fischer,1
fish,4
fishers,1
fishing,2
fishtank,0
fishy,2
fist,1
fit,15
fitch,0
fitness,46
fits,2
fitted,2
fitting,1
fittings,0
fix,4
fixed,2
fixin,1
fixing,0
fixit,0
fl,1
flag,1
flagpole,0
flags,2
flagship,1
flagstaff,0
flakes,1
flame,1
flames,2
flaming,0
flamingos,1
flammable,1
flan,1
flap,0
flash,2
flashback,3
flashdancers,1
flashes,0
flashlight,0
flat,3
flatiron,0
flatmate,0
flats,0
flatten,14
flattened,0
flattening,1
flaunting,1
flavor,5
flavored,1
flavors,1
flavour,0
flavoured,1
flawed,1
flawless,1
flaws,0
flea,0
flee,0
fleece,0
fleeing,1
fleet,1
fleming,0
flesh,2
fletch,1
fletcher,0
flew,0
flex,11
flexibility,0
flexible,2
flexing,1
flick,0
flies,3
flight,1
flights,3
flightsuit,0
flint,1
flip,3
flippant,0
flipped,0
flipper,0
flipping,2
flips,1
flo,0
float,0
floaters,1
floating,4
floats,0
flock,1
flood,2
flooded,0
flooding,1
floodlights,1
floods,0
floor,4
floors,1
floppy,1
floral,3
florence,2
flores,1
florida,57
floridians,0
florist,2
flour,6
flourish,0
flourishes,0
flouting,0
flow,3
flower,17
flowerchild,1
flowering,1
flowers,33
flowing,3
flown,1
flows,0
floyd,0
flu,19
flue,1
fluff,1
fluffy,1
fluid,1
fluids,3
flushes,1
flushing,11
flute,1
fly,5
flying,5
fm,7
fo,2
foam,4
foaming,0
focus,7
focused,1
focuses,0
focusing,0
focussing,0
fof,3
fog,3
fogging,2
foggy,0
fold,1
folded,2
folder,0
folders,1
foliage,1
folk,1
folke,0
folks,8
follow,77
followed,7
followers,4
follows,1
followup,0
fond,0
font,0
fontana,1
food,83
foodie,3
foods,7
fool,2
fooling,0
foolishness,0
foolproof,0
fools,3
foot,2
footage,3
footages,1
football,8
footballers,1
foothills,0
footprint,1
footprints,0
footsteps,0
footwear,0
footwork,1
footy,0
forbearance,0
forbes,0
forbid,0
forbidden,0
force,8
forced,5
forceful,0
forcefully,1
forces,2
forcing,1
ford,4
forecast,127
forefront,0
forehead,0
foreign,1
foreigners,0
forensics,0
foreseeable,1
foreseen,1
forest,8
forever,12
forget,29
forgive,0
forgiven,0
forgiveness,0
forgiving,0
forgot,2
forgotten,1
fork,1
forlorn,0
form,10
formal,2
formally,0
format,0
formation,0
formed,0
former,2
formerly,1
forming,0
forms,1
formula,3
formulated,0
forrest,0
forsyth,1
fort,8
forth,3
forthcoming,0
forthwith,1
forties,0
fortify,1
fortnight,0
fortunate,3
fortunately,1
fortune,0
forty,1
forum,2
forward,14
forwards,0
foster,1
fostering,0
fought,1
foul,0
found,38
foundation,7
foundations,0
founder,3
founding,0
fountain,0
fountains,0
fourteen,1
fourth,1
fox,3
foxes,0
foxx,1
fps,1
fr,4
frame,2
framed,1
frames,0
framing,0
fran,0
francaise,1
france,27
franchise,0
francis,0
francisco,3
franciscus,3
franco,0
francois,0
frank,2
frankfurt,0
frankie,0
franklin,2
franklins,0
frankly,1
frans,0
frantic,1
fraser,1
fratelli,1
fraternity,1
fraud,0
fraught,0
freak,1
freakin,0
freaking,4
freaks,0
freakshow,1
freaky,0
freckles,0
freddie,1
freddy,0
frederick,0
fredericksburg,1
fredo,0
free,97
freebird,0
freedom,11
freelance,0
freely,1
freestyle,4
freeway,0
freeze,1
freezer,1
freezing,1
freight,1
fremont,0
french,4
frenchie,0
frequencies,1
frequency,0
frequent,4
frequently,4
fresco,0
fresh,24
freshly,3
freshman,2
fret,0
freya,1
fricken,1
frickin,0
friday,30
fridge,2
fried,3
friedman,0
friend,25
friendly,6
friends,82
friendship,4
fries,4
friesland,1
friggin,1
fright,0
frightened,0
frightening,0
frisco,3
frito,1
fro,1
frog,1
frogs,0
front,29
frontal,0
fronting,1
frontline,13
frontlines,0
frost,0
frosted,1
frosty,3
froth,0
frothy,0
frown,0
frozen,2
fruit,4
fruitful,0
fruits,4
fruity,0
frustrated,0
frustrating,0
frustration,1
frustrations,0
fry,0
frying,0
ft,10
ftw,0
fu,2
fuck,93
fucking,30
fuddy,0
fudge,1
fuel,4
fueled,0
fuels,0
fuji,0
fulfill,1
fulfilled,0
fulfilling,1
fulfillment,1
full,46
fuller,0
fullest,0
fullmoon,1
fulltime,1
fully,5
fuming,1
fun,48
function,0
functionality,2
functions,0
fund,14
fundamental,1
fundamentalist,1
funded,0
funding,3
fundraiser,3
fundraising,1
funds,3
funeral,2
funes,1
funhouse,0
funk,1
funky,0
funner,0
funnier,0
funnies,0
funniest,0
funny,41
fur,0
furball,0
furious,0
furiously,0
furnishings,0
furniture,2
furry,1
further,12
furthest,1
fury,0
fused,1
fusion,2
fuss,9
fussing,0
future,20
futuristic,0
fux,1
fuzz,0
fuzzies,0
fuzziness,0
fuzzy,0
fw,1
fye,1
fyi,1
fym,0
g,34
ga,4
gabriel,1
gabriela,1
gadget,0
gaffe,0
gaffers,0
gag,2
gaga,0
gages,0
gails,0
gain,4
gained,0
gaining,0
gains,3
gainsborough,0
gal,1
galatea,0
galaxies,1
galaxy,0
gallagher,0
gallant,1
galleries,0
gallery,5
gallo,1
gallons,1
gallop,0
galo,0
galore,0
gals,0
galway,0
gama,1
gambled,0
gambling,1
game,13
gamer,4
gamers,1
games,7
gaming,7
gamma,1
gan,0
gandalf,0
gandhi,0
gang,3
ganges,2
gangs,0
gangsta,0
gangster,1
gangsters,2
gap,4
gar,0
garage,4
garages,1
garbage,0
garbled,1
garcia,0
garden,33
gardener,8
gardeners,1
gardenia,0
gardening,17
gardens,4
garfield,0
garland,0
garlic,12
garment,5
garments,1
garnett,0
garnish,0
gary,0
garza,1
gas,0
gaston,1
gate,4
gated,0
gatekeeper,0
gates,3
gateshead,0
gateway,1
gather,6
gathered,3
gatherer,0
gatherers,0
gathering,2
gatherings,3
gathers,0
gator,0
gaudi,1
gauge,0
gauntlet,0
gaur,0
gauri,0
gauteng,20
gave,10
gavin,0
gawd,0
gay,9
gaya,1
gaye,0
gays,1
gaza,2
gazed,0
gazing,1
gazpacho,0
gb,18
gc,0
gd,1
gdp,1
gdr,0
ge,1
gear,1
geared,1
gearing,0
gears,0
geary,1
gee,1
geek,1
geeky,0
geese,1
geesh,2
geeta,1
geez,0
gel,5
gem,4
gemini,0
gems,2
gen,2
gender,4
gene,0
genealogy,0
general,30
generally,0
generate,0
generation,3
generations,0
generic,1
generosity,1
generous,3
generously,3
genes,0
genesis,1
genetic,0
genetically,1
geneva,1
genevieve,0
genie,1
genius,3
genocide,1
genres,0
gent,0
gentle,0
gentleman,1
gentlemen,2
gentrification,1
gents,0
genuine,0
genuinely,1
geo,1
geographic,0
geographical,0
geographies,0
geometric,1
george,5
georgetown,1
georgia,32
georgie,1
georgina,1
germ,2
german,2
germany,50
germs,5
gesture,0
get,238
getaway,0
getaways,1
gets,13
gettin,6
getting,65
getty,3
gf,2
gfx,0
gh,0
ghana,13
ghetto,0
ghost,6
ghostintheshell,0
ghostly,0
ghouls,0
giant,2
giants,0
gibson,0
giddy,0
gif,2
gift,13
gifted,0
gifts,1
gig,3
gigantic,0
giggle,0
giggles,0
giggling,1
gigi,0
gigs,0
gilbert,0
gilles,1
gillette,1
gilmore,0
gimli,1
gimme,0
gimmick,0
gimmie,0
gin,5
gina,0
ginger,4
gino,0
gion,0
giordano,0
giorgio,0
giovanni,0
giraffe,0
girard,0
girardeau,2
gird,1
girish,0
girl,7
girlfriend,1
girlfriends,1
girlpower,0
girls,14
git,0
giuseppe,1
give,52
giveaway,6
giveaways,0
given,17
giver,0
gives,6
giving,13
gizmo,1
glad,13
gladly,0
glam,0
glamorous,1
glamour,1
glance,1
glare,1
glasgow,6
glass,4
glasses,12
glaze,2
glazed,6
gleason,2
glen,1
glencoe,0
glendale,5
glide,1
glimmering,1
glimpse,4
glimpses,0
glitch,0
glitches,1
glitter,0
glo,1
global,26
globally,2
globe,5
glock,1
gloom,2
gloomy,0
glorious,1
glory,5
gloss,0
glove,2
gloved,0
gloves,15
glow,3
glowing,0
glucose,0
gm,1
gmail,10
go,202
goa,0
goal,7
goals,4
goan,0
goat,0
gobble,1
goblet,1
goblins,0
god,75
goddamn,1
goddess,0
godfather,0
gods,4
godson,0
godwin,0
godzilla,0
goers,0
goes,22
goethe,0
goggins,1
goggles,1
gogo,1
gogol,0
goin,1
going,105
goku,1
gold,11
goldberg,0
golden,4
goldman,0
golf,4
golfer,0
golfers,0
golfing,0
goli,2
goliath,0
golmaal,0
gomez,0
gomorrah,1
gon,2
gona,1
gone,16
gong,1
goo,2
good,158
goodall,0
goodbye,1
goodbyes,0
goodfellas,0
goodie,0
goodies,4
goodluck,0
goodness,3
goodnight,1
goods,21
goodtime,1
goodtimes,0
goodwill,0
goofing,0
goofy,0
google,8
googled,0
googlemail,0
goon,1
goons,0
goosebumps,1
gop,0
gordo,0
gorge,1
gorgeous,4
gorilla,1
gorky,0
gosh,0
gospel,1
gossip,0
gossipers,1
goswami,1
got,112
gotcha,0
goth,1
gotham,0
gothenburg,0
gothic,1
gotten,0
goulding,1
gourmet,3
gov,4
goverment,0
governance,0
governed,0
governement,1
governing,1
government,60
governmental,0
governments,3
governor,13
governors,1
govt,24
gower,0
gown,0
gowns,1
gp,0
gq,0
gr,1
grab,5
grabbed,1
grabbing,1
grace,3
graceful,0
gracefully,0
graces,0
gracias,1
gracie,0
graciously,0
grad,1
grade,5
grader,1
grads,1
gradually,2
graduate,1
graduated,0
graduates,0
graduating,1
graduation,2
graff,0
graffiti,8
graffitti,0
grafitti,0
graft,0
graham,0
grainger,0
grains,0
gram,4
gramercy,0
grammy,0
grammys,0
gran,1
granada,0
grand,9
grandchildren,1
granddaughter,0
grande,0
grandkid,1
grandkids,0
grandma,2
grandmas,0
grandpa,1
grandparents,0
grandson,1
granger,0
granite,1
granny,2
granola,2
grant,2
granted,4
granting,1
granville,1
grape,0
grapefruit,3
grapes,1
graph,0
graphic,3
graphically,1
graphics,2
grapple,0
grapples,0
grappling,0
gras,0
grasp,0
grasps,1
grass,2
grassroots,0
grate,0
grateful,12
gratitude,3
gratituous,1
grave,0
gravediggers,1
gravel,0
gravity,1
gravy,3
gray,1
grays,0
grayson,0
graze,1
grazia,0
great,74
greater,7
greatest,4
greatful,0
greatly,0
greatness,1
greece,0
greed,0
greedy,1
greek,1
greeks,0
green,23
greenbush,0
greene,0
greenery,1
greenhouse,1
greenleaf,0
greenlight,1
greens,1
greensboro,0
greenscreen,0
greenthumb,1
greenville,0
greenwich,1
greenwood,0
greer,0
greet,1
greeted,0
greeting,1
greetings,4
greg,3
gregg,0
gregor,0
grendel,1
gresham,0
greta,0
gretchen,2
grew,0
grey,1
greyhound,0
grid,3
grief,0
grieving,1
griff,0
griffin,1
griffith,0
griffiths,0
grill,17
grille,0
grilled,6
grilling,3
grim,0
grimaces,1
grind,2
grinders,1
grinding,1
gringos,0
grinning,0
grip,1
gripped,0
grisly,0
grit,1
grits,0
gritty,0
grizzlies,0
grizzly,0
groceries,23
grocers,0
grocery,22
groom,0
grooming,2
groove,1
grooving,0
gross,0
ground,4
grounded,2
groundhog,0
grounding,0
grounds,2
group,21
groups,2
grove,6
grow,5
growing,2
growl,0
growled,1
grown,3
grownup,0
grows,2
growth,3
grub,3
grumpy,1
grunt,1
grunting,0
grupo,0
gs,0
gt,16
gta,0
gti,1
gu,0
guacamole,1
guam,1
guangzhou,0
guarantee,0
guaranteed,0
guard,2
guardhouse,0
guardia,0
guardian,1
guarding,1
guards,1
guatemala,0
gucci,6
guernsey,0
guess,9
guessed,0
guesses,2
guest,8
guests,3
guidance,4
guide,2
guided,1
guideline,0
guidelines,10
guilty,2
guinea,0
guinness,1
guise,0
guitar,7
guitarist,1
guitars,1
gujarat,8
gujarati,3
gulf,1
gum,1
gummy,0
gun,2
guns,2
gunshots,0
gunter,0
gupta,0
guru,1
gus,1
gut,3
guts,0
gutted,0
guy,11
guyana,0
guys,40
guyz,1
gw,0
gwb,2
gye,1
gym,23
gymnasium,1
gymnastics,1
gynecology,1
gypsies,0
gypsy,0
gyro,1
h,22
ha,2
haaa,0
habit,0
habitable,0
habitat,0
habitats,0
habits,1
hack,2
hacked,0
hacker,0
hackers,1
hackney,9
hacks,2
hades,0
hadith,2
hadley,0
hague,0
haha,6
hahaha,4
hahahah,1
hahahaha,0
hai,5
haifa,1
haight,0
haiku,1
hail,2
hailed,0
hailey,1
hailing,0
hails,0
hain,0
hair,26
haircut,8
haircuts,1
hairdo,0
hairdresser,1
hairdressers,0
hairdryer,1
hairlines,0
hairs,2
hairstyle,2
hairstyles,0
hairstylist,0
hairy,0
haiti,0
haji,1
hajj,0
halcyon,0
hale,0
half,12
halfway,1
halifax,0
hall,9
hallam,1
hallelujah,1
hallmark,1
hallo,1
hallowed,0
halloween,0
hallucinations,1
hallways,1
halt,2
halted,0
halting,0
halves,0
ham,4
hamburg,0
hamburger,0
hamilton,9
hammer,1
hammering,0
hammersmith,0
hammock,1
hammond,9
hampden,0
hampering,1
hampshire,2
hampton,1
hamster,0
han,0
hancock,1
hand,38
handbags,0
handcrafted,1
handed,1
handedly,0
handheld,1
handicap,0
handing,1
handiwork,0
handle,5
handled,1
handles,0
handling,4
handmade,3
hands,56
handshake,1
handshakes,1
handsome,1
handwritten,3
handy,0
hang,4
hangin,0
hanging,7
hangout,0
hangouts,0
hangover,0
hanif,0
hankering,1
hanks,1
hannah,0
hanoi,2
hans,0
hansen,1
hanzo,0
happen,3
happend,0
happened,13
happenin,0
happening,16
happenings,0
happens,6
happier,1
happiest,1
happily,2
happiness,12
happy,116
har,0
harass,0
harassment,0
harbor,1
harbour,2
hardcore,1
harder,3
hardest,0
hardhat,1
harding,0
hardly,0
hardship,1
hardships,0
hardware,2
hardwood,1
